,contour,moments,area_pixels
0,"[[[938 701]]

 [[926 697]]

 [[922 694]]

 [[914 696]]

 [[912 694]]

 [[912 690]]

 [[915 684]]

 [[913 683]]

 [[902 688]]

 [[895 689]]

 [[896 692]]

 [[903 695]]

 [[909 701]]

 [[911 710]]

 [[906 719]]

 [[897 719]]

 [[898 724]]

 [[911 724]]

 [[912 722]]

 [[916 722]]

 [[926 714]]

 [[927 711]]

 [[924 710]]

 [[925 707]]

 [[929 708]]

 [[932 704]]

 [[937 704]]]","[914, 704]",699.0
1,"[[[1152  673]]

 [[1150  676]]

 [[1148  676]]

 [[1148  678]]

 [[1151  683]]

 [[1152  689]]

 [[1155  690]]

 [[1155  692]]

 [[1152  693]]

 [[1152  697]]

 [[1154  698]]

 [[1153  704]]

 [[1149  705]]

 [[1148  693]]

 [[1146  693]]

 [[1146  697]]

 [[1144  699]]

 [[1146  701]]

 [[1145  705]]

 [[1149  706]]

 [[1149  713]]

 [[1165  712]]

 [[1166  717]]

 [[1168  717]]

 [[1174  710]]

 [[1173  704]]

 [[1167  703]]

 [[1167  697]]

 [[1164  697]]

 [[1162  695]]

 [[1162  690]]

 [[1157  691]]

 [[1155  689]]

 [[1156  686]]

 [[1160  686]]

 [[1161  680]]

 [[1159  675]]]","[1158, 698]",559.0
2,"[[[1046  616]]

 [[1044  613]]

 [[1024  616]]

 [[1009  616]]

 [[1006  618]]

 [[1001  618]]

 [[1001  623]]

 [[1005  626]]

 [[1006  630]]

 [[1009  633]]

 [[1016  633]]

 [[1023  627]]

 [[1025  627]]

 [[1026  629]]

 [[1043  627]]]","[1023, 622]",584.0
3,"[[[1181  611]]

 [[1179  623]]

 [[1177  624]]

 [[1177  630]]

 [[1175  631]]

 [[1172  637]]

 [[1172  651]]

 [[1175  654]]

 [[1174  661]]

 [[1187  667]]

 [[1190  672]]

 [[1202  672]]

 [[1204  670]]

 [[1200  663]]

 [[1202  651]]

 [[1198  649]]

 [[1198  646]]

 [[1203  639]]

 [[1213  636]]

 [[1213  634]]

 [[1211  634]]

 [[1201  625]]

 [[1196  624]]

 [[1190  617]]

 [[1188  617]]

 [[1183  611]]]","[1188, 643]",1403.5
4,"[[[1288  687]]

 [[1279  679]]

 [[1274  679]]

 [[1262  675]]

 [[1262  688]]

 [[1259  691]]

 [[1253  692]]

 [[1251  694]]

 [[1236  696]]

 [[1226  695]]

 [[1225  697]]

 [[1223  697]]

 [[1221  693]]

 [[1217  693]]

 [[1213  689]]

 [[1200  689]]

 [[1198  687]]

 [[1186  686]]

 [[1186  696]]

 [[1190  697]]

 [[1198  695]]

 [[1199  699]]

 [[1201  700]]

 [[1200  704]]

 [[1203  705]]

 [[1205  702]]

 [[1209  702]]

 [[1210  704]]

 [[1214  706]]

 [[1220  706]]

 [[1223  708]]

 [[1223  710]]

 [[1227  711]]

 [[1231  710]]

 [[1231  706]]

 [[1233  703]]

 [[1247  701]]

 [[1247  710]]

 [[1249  715]]

 [[1245  716]]

 [[1244  719]]

 [[1240  719]]

 [[1239  715]]

 [[1241  714]]

 [[1241  708]]

 [[1233  711]]

 [[1230  720]]

 [[1234  720]]

 [[1235  723]]

 [[1231  727]]

 [[1224  728]]

 [[1224  723]]

 [[1218  722]]

 [[1211  712]]

 [[1209  713]]

 [[1208  720]]

 [[1210  722]]

 [[1215  723]]

 [[1219  735]]

 [[1223  737]]

 [[1239  740]]

 [[1240  738]]

 [[1247  735]]

 [[1251  735]]

 [[1254  731]]

 [[1258  730]]

 [[1259  735]]

 [[1266  742]]

 [[1268  740]]

 [[1266  732]]

 [[1269  730]]

 [[1269  724]]

 [[1267  722]]

 [[1267  719]]

 [[1269  717]]

 [[1266  715]]

 [[1266  713]]

 [[1270  710]]

 [[1273  705]]

 [[1278  705]]

 [[1278  693]]

 [[1281  690]]

 [[1287  690]]]","[1243, 708]",2643.0
5,"[[[1254  644]]

 [[1251  643]]

 [[1250  645]]

 [[1245  645]]

 [[1244  647]]

 [[1233  646]]

 [[1223  656]]

 [[1208  658]]

 [[1206  660]]

 [[1206  663]]

 [[1208  665]]

 [[1210  673]]

 [[1223  681]]

 [[1233  681]]

 [[1236  679]]

 [[1246  680]]

 [[1247  678]]

 [[1250  678]]

 [[1255  668]]

 [[1250  658]]

 [[1250  651]]

 [[1253  650]]]","[1232, 664]",1233.5
6,"[[[879 935]]

 [[873 938]]

 [[869 938]]

 [[868 940]]

 [[857 939]]

 [[855 937]]

 [[855 931]]

 [[852 934]]

 [[852 936]]

 [[841 945]]

 [[838 950]]

 [[838 954]]

 [[834 959]]

 [[833 964]]

 [[831 965]]

 [[830 975]]

 [[832 980]]

 [[844 985]]

 [[850 985]]

 [[850 982]]

 [[843 977]]

 [[840 970]]

 [[844 956]]

 [[853 950]]

 [[861 950]]

 [[866 954]]

 [[869 954]]

 [[869 951]]

 [[874 948]]

 [[886 946]]

 [[887 943]]

 [[881 943]]

 [[879 941]]]","[851, 954]",850.5
7,"[[[906 908]]

 [[908 921]]

 [[911 925]]

 [[935 921]]

 [[950 924]]

 [[951 927]]

 [[953 927]]

 [[958 932]]

 [[965 931]]

 [[969 927]]

 [[972 927]]

 [[971 923]]

 [[961 922]]

 [[959 919]]

 [[955 919]]

 [[953 917]]

 [[921 917]]

 [[917 914]]

 [[917 912]]

 [[913 913]]

 [[912 910]]]","[937, 920]",507.5
8,"[[[892 854]]

 [[883 855]]

 [[883 857]]

 [[870 868]]

 [[873 872]]

 [[872 875]]

 [[869 875]]

 [[868 871]]

 [[862 874]]

 [[857 873]]

 [[856 876]]

 [[852 879]]

 [[852 881]]

 [[862 881]]

 [[867 884]]

 [[869 882]]

 [[876 882]]

 [[884 878]]

 [[889 879]]

 [[896 876]]

 [[896 870]]

 [[894 868]]

 [[890 869]]

 [[886 866]]

 [[887 859]]

 [[889 857]]

 [[892 857]]]","[877, 872]",553.5
9,"[[[842 851]]

 [[832 854]]

 [[832 858]]

 [[830 860]]

 [[831 867]]

 [[827 870]]

 [[827 873]]

 [[824 876]]

 [[823 884]]

 [[817 887]]

 [[816 889]]

 [[816 896]]

 [[820 900]]

 [[830 895]]

 [[834 895]]

 [[834 893]]

 [[839 888]]

 [[839 877]]

 [[851 868]]

 [[851 865]]

 [[849 864]]

 [[845 853]]]","[833, 875]",792.5
