,contour,moments,area_pixels,area_μm^2
0,"[[[360 662]]

 [[358 660]]

 [[355 660]]

 [[351 663]]

 [[344 662]]

 [[338 668]]

 [[333 670]]

 [[330 673]]

 [[326 689]]

 [[335 693]]

 [[341 693]]

 [[348 686]]

 [[352 678]]

 [[356 676]]

 [[361 670]]]","[342, 676]",679.5,175.0882527248834
1,"[[[202 660]]

 [[194 659]]

 [[186 662]]

 [[174 675]]

 [[167 680]]

 [[167 686]]

 [[178 697]]

 [[184 697]]

 [[198 686]]

 [[200 686]]

 [[210 673]]

 [[210 670]]

 [[203 663]]]","[188, 677]",985.0,253.80710659898477
2,"[[[ 65 617]]

 [[ 50 617]]

 [[ 43 619]]

 [[ 41 621]]

 [[ 34 635]]

 [[ 34 639]]

 [[ 39 645]]

 [[ 40 650]]

 [[ 42 652]]

 [[ 52 654]]

 [[ 65 640]]

 [[ 71 629]]

 [[ 71 624]]]","[52, 633]",967.5,249.29784328377437
3,"[[[144 586]]

 [[129 586]]

 [[123 591]]

 [[121 591]]

 [[100 619]]

 [[ 96 627]]

 [[ 96 631]]

 [[103 629]]

 [[105 621]]

 [[110 616]]

 [[118 618]]

 [[126 611]]

 [[130 611]]

 [[138 606]]

 [[141 606]]

 [[146 597]]]","[123, 603]",859.0,221.34041072946997
4,"[[[620 584]]

 [[616 584]]

 [[608 590]]

 [[604 591]]

 [[602 594]]

 [[596 597]]

 [[585 607]]

 [[584 611]]

 [[591 621]]

 [[593 629]]

 [[588 637]]

 [[587 646]]

 [[585 648]]

 [[583 657]]

 [[579 660]]

 [[576 660]]

 [[575 658]]

 [[572 659]]

 [[574 663]]

 [[573 674]]

 [[582 681]]

 [[592 682]]

 [[600 685]]

 [[606 679]]

 [[600 669]]

 [[602 663]]

 [[605 663]]

 [[610 666]]

 [[615 658]]

 [[624 660]]

 [[627 663]]

 [[632 661]]

 [[634 644]]

 [[638 636]]

 [[638 627]]

 [[636 622]]

 [[632 618]]

 [[631 613]]

 [[633 603]]

 [[639 601]]

 [[641 604]]

 [[642 599]]

 [[639 594]]

 [[637 596]]

 [[633 596]]]","[608, 633]",3907.5,1006.8540802391198
5,"[[[269 568]]

 [[267 569]]

 [[263 578]]

 [[260 579]]

 [[256 585]]

 [[248 583]]

 [[244 584]]

 [[253 599]]

 [[252 612]]

 [[254 612]]

 [[255 615]]

 [[244 627]]

 [[227 636]]

 [[220 636]]

 [[218 638]]

 [[217 647]]

 [[219 654]]

 [[218 664]]

 [[222 665]]

 [[231 657]]

 [[246 649]]

 [[260 638]]

 [[274 638]]

 [[281 643]]

 [[284 649]]

 [[281 686]]

 [[277 693]]

 [[277 696]]

 [[274 697]]

 [[267 708]]

 [[268 712]]

 [[262 717]]

 [[254 728]]

 [[254 730]]

 [[260 731]]

 [[263 734]]

 [[266 734]]

 [[265 719]]

 [[267 713]]

 [[272 710]]

 [[277 697]]

 [[279 697]]

 [[287 690]]

 [[299 683]]

 [[308 686]]

 [[314 692]]

 [[318 693]]

 [[318 674]]

 [[314 674]]

 [[312 676]]

 [[299 675]]

 [[291 665]]

 [[291 657]]

 [[293 652]]

 [[302 644]]

 [[311 631]]

 [[320 622]]

 [[320 618]]

 [[318 615]]

 [[318 605]]

 [[316 602]]

 [[314 602]]

 [[310 608]]

 [[303 614]]

 [[298 624]]

 [[295 626]]

 [[279 625]]

 [[274 629]]

 [[269 627]]

 [[262 619]]

 [[260 614]]

 [[259 597]]

 [[261 583]]

 [[263 580]]

 [[267 578]]

 [[267 576]]

 [[270 573]]]","[272, 644]",3557.5,916.668813934912
6,"[[[320 548]]

 [[316 547]]

 [[314 549]]

 [[304 549]]

 [[293 558]]

 [[290 566]]

 [[285 573]]

 [[284 581]]

 [[278 583]]

 [[275 587]]

 [[275 599]]

 [[278 611]]

 [[287 613]]

 [[301 595]]

 [[308 595]]

 [[308 591]]

 [[313 585]]

 [[320 585]]

 [[324 581]]

 [[326 577]]

 [[326 568]]

 [[323 563]]

 [[322 551]]]","[300, 578]",1894.5,488.1599628952047
7,"[[[217 546]]

 [[199 546]]

 [[191 550]]

 [[184 558]]

 [[184 569]]

 [[177 578]]

 [[175 583]]

 [[167 589]]

 [[172 589]]

 [[174 591]]

 [[175 598]]

 [[173 608]]

 [[177 612]]

 [[179 618]]

 [[183 621]]

 [[194 617]]

 [[201 608]]

 [[207 606]]

 [[211 599]]

 [[215 597]]

 [[218 592]]

 [[218 588]]

 [[222 581]]

 [[222 555]]

 [[219 547]]]","[197, 581]",2624.0,676.1318250921178
8,"[[[288 460]]

 [[274 466]]

 [[269 472]]

 [[264 484]]

 [[264 492]]

 [[260 503]]

 [[262 512]]

 [[262 542]]

 [[264 542]]

 [[265 535]]

 [[269 529]]

 [[275 529]]

 [[278 532]]

 [[281 532]]

 [[289 524]]

 [[290 517]]

 [[295 509]]

 [[300 505]]

 [[304 496]]

 [[302 476]]

 [[298 469]]]","[280, 496]",2259.5,582.2103120410214
9,"[[[243 454]]

 [[238 450]]

 [[237 447]]

 [[226 446]]

 [[219 442]]

 [[213 443]]

 [[212 448]]

 [[209 451]]

 [[209 455]]

 [[213 460]]

 [[213 468]]

 [[207 475]]

 [[203 483]]

 [[199 481]]

 [[192 465]]

 [[183 467]]

 [[167 466]]

 [[151 460]]

 [[141 460]]

 [[137 462]]

 [[135 469]]

 [[130 476]]

 [[126 479]]

 [[112 482]]

 [[103 476]]

 [[102 469]]

 [[110 461]]

 [[114 462]]

 [[120 469]]

 [[121 463]]

 [[126 456]]

 [[127 450]]

 [[126 447]]

 [[115 436]]

 [[106 435]]

 [[102 438]]

 [[ 99 438]]

 [[ 97 443]]

 [[103 450]]

 [[103 457]]

 [[101 462]]

 [[ 94 468]]

 [[ 94 472]]

 [[ 90 478]]

 [[ 83 484]]

 [[ 82 493]]

 [[ 80 497]]

 [[ 84 505]]

 [[ 82 513]]

 [[ 88 519]]

 [[ 82 536]]

 [[ 77 538]]

 [[ 80 545]]

 [[ 79 559]]

 [[ 73 567]]

 [[ 61 574]]

 [[ 54 575]]

 [[ 51 578]]

 [[ 51 584]]

 [[ 47 592]]

 [[ 47 597]]

 [[ 42 608]]

 [[ 37 610]]

 [[ 38 613]]

 [[ 40 613]]

 [[ 40 610]]

 [[ 51 602]]

 [[ 71 595]]

 [[ 79 595]]

 [[ 83 598]]

 [[ 86 604]]

 [[ 87 616]]

 [[ 91 614]]

 [[ 99 606]]

 [[111 590]]

 [[112 586]]

 [[103 587]]

 [[ 96 583]]

 [[ 90 577]]

 [[ 85 566]]

 [[ 83 565]]

 [[ 82 557]]

 [[ 87 548]]

 [[104 529]]

 [[114 524]]

 [[124 522]]

 [[129 526]]

 [[129 528]]

 [[124 533]]

 [[111 541]]

 [[110 544]]

 [[104 546]]

 [[ 98 552]]

 [[ 95 557]]

 [[ 95 566]]

 [[105 574]]

 [[114 574]]

 [[116 576]]

 [[117 582]]

 [[120 580]]

 [[122 575]]

 [[131 568]]

 [[131 560]]

 [[139 547]]

 [[136 528]]

 [[132 520]]

 [[132 508]]

 [[139 499]]

 [[140 491]]

 [[146 486]]

 [[150 487]]

 [[155 491]]

 [[154 503]]

 [[151 510]]

 [[148 512]]

 [[146 518]]

 [[146 523]]

 [[151 533]]

 [[148 554]]

 [[143 564]]

 [[139 568]]

 [[135 568]]

 [[134 571]]

 [[139 571]]

 [[140 568]]

 [[149 568]]

 [[158 575]]

 [[159 581]]

 [[161 581]]

 [[169 567]]

 [[168 564]]

 [[158 554]]

 [[157 547]]

 [[167 525]]

 [[180 510]]

 [[188 510]]

 [[191 513]]

 [[192 519]]

 [[196 513]]

 [[194 505]]

 [[192 503]]

 [[192 495]]

 [[197 486]]

 [[218 485]]

 [[218 483]]

 [[223 478]]

 [[231 476]]

 [[236 470]]

 [[242 467]]

 [[244 462]]]","[133, 515]",11199.0,2885.6708495452085
10,"[[[ 40 421]]

 [[ 30 420]]

 [[ 25 425]]

 [[ 20 440]]

 [[ 24 441]]

 [[ 26 438]]

 [[ 29 438]]

 [[ 30 442]]

 [[ 28 444]]

 [[ 25 444]]

 [[ 25 446]]

 [[ 22 448]]

 [[ 15 458]]

 [[ 27 460]]

 [[ 33 453]]

 [[ 37 452]]

 [[ 36 447]]

 [[ 38 441]]

 [[ 42 436]]

 [[ 42 423]]]","[30, 438]",590.5,152.15542786467057
11,"[[[646 392]]

 [[640 398]]

 [[634 400]]

 [[632 406]]

 [[637 410]]

 [[648 413]]

 [[650 415]]

 [[650 426]]

 [[652 428]]

 [[660 428]]

 [[669 421]]

 [[669 417]]

 [[666 413]]

 [[655 411]]

 [[649 406]]

 [[649 402]]

 [[652 399]]

 [[652 397]]

 [[648 392]]]","[650, 411]",534.5,137.72578525599732
12,"[[[511 360]]

 [[508 364]]

 [[510 371]]

 [[530 401]]

 [[536 402]]

 [[539 398]]

 [[543 398]]

 [[548 406]]

 [[554 405]]

 [[555 399]]

 [[548 392]]

 [[539 386]]

 [[526 383]]

 [[526 380]]

 [[530 376]]

 [[531 371]]

 [[528 363]]

 [[522 359]]]","[528, 382]",811.0,208.97214563632147
13,"[[[395 316]]

 [[393 317]]

 [[392 322]]

 [[384 329]]

 [[383 344]]

 [[386 349]]

 [[396 359]]

 [[395 356]]

 [[402 348]]

 [[410 322]]

 [[404 324]]

 [[398 317]]]","[395, 335]",662.5,170.7078255043933
14,"[[[507 304]]

 [[502 305]]

 [[502 307]]

 [[506 308]]

 [[505 320]]

 [[502 323]]

 [[502 329]]

 [[498 335]]

 [[495 335]]

 [[493 332]]

 [[490 332]]

 [[488 334]]

 [[488 337]]

 [[490 339]]

 [[496 339]]

 [[497 336]]

 [[501 336]]

 [[507 339]]

 [[508 343]]

 [[502 348]]

 [[498 348]]

 [[500 351]]

 [[502 351]]

 [[503 348]]

 [[507 350]]

 [[514 350]]

 [[515 344]]

 [[512 327]]

 [[519 322]]

 [[523 322]]

 [[515 316]]

 [[515 308]]

 [[508 308]]]","[507, 328]",542.0,139.65832667680178
